occurrenceID	scientificName	decimalLatitude	decimalLongitude	accuracy	year	establishmentMeans	occurrenceOrigin	bibliographicCitation	associatedReferences	sourceCitation	associatedSequences	claimExtinction	occurrenceRemarks	confidentialityLevel	contributor
WK4568	Pontastacus leptodactylus	47.32756	8.5962	low	1999	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vogt Hans-Peter Country_CH	0	Mihaela C. Ion
WK4569	Pontastacus leptodactylus	46.29887	7.53598	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Cardinaux Olivier Country_CH	0	Mihaela C. Ion
WK4570	Pontastacus leptodactylus	47.19844	7.47162	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jean-Richard Peter & Judith Country_CH	0	Mihaela C. Ion
WK4571	Pontastacus leptodactylus	47.28044	8.79346	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Vogt Hans-Peter Country_CH	0	Mihaela C. Ion
WK4572	Pontastacus leptodactylus	47.41875	8.46565	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Balsiger Karl Country_CH	0	Mihaela C. Ion
WK4573	Pontastacus leptodactylus	47.49438	9.52896	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4574	Pontastacus leptodactylus	47.60306	7.60484	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Bohn Patrick Country_DE	0	Mihaela C. Ion
WK4575	Pontastacus leptodactylus	47.68258	9.00354	low	2000	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Egloff Kurt Country_DE	0	Mihaela C. Ion
WK4576	Pontastacus leptodactylus	47.33165	8.06705	low	2001	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jean-Richard Peter & Judith Country_CH	0	Mihaela C. Ion
WK4577	Pontastacus leptodactylus	47.44695	9.65973	low	2001	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4578	Pontastacus leptodactylus	47.32821	8.53006	low	2003	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Steinmann Patrick Country_CH	0	Mihaela C. Ion
WK4579	Pontastacus leptodactylus	47.33165	8.06705	low	2003	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Acklin Rolf Country_CH	0	Mihaela C. Ion
WK4580	Pontastacus leptodactylus	46.25314	7.0172	low	2004	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4581	Pontastacus leptodactylus	47.32821	8.53006	low	2004	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Maag Heinz Country_CH	0	Mihaela C. Ion
WK4582	Pontastacus leptodactylus	47.19844	7.47162	low	2005	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stuker Beat Country_CH	0	Mihaela C. Ion
WK4583	Pontastacus leptodactylus	47.54051	9.46434	low	2005	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Zellweger Markus Country_CH	0	Mihaela C. Ion
WK4584	Pontastacus leptodactylus	47.19844	7.47162	low	2006	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Stuker Beat Country_CH	0	Mihaela C. Ion
WK4585	Pontastacus leptodactylus	47.28259	8.59522	low	2006	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Steinmann Patrick Country_CH	0	Mihaela C. Ion
WK4586	Pontastacus leptodactylus	47.32821	8.53006	low	2006	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Steinmann Patrick Country_CH	0	Mihaela C. Ion
WK4587	Pontastacus leptodactylus	47.49556	9.46263	low	2007	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4588	Pontastacus leptodactylus	47.68258	9.00354	low	2007	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Egloff Kurt Country_DE	0	Mihaela C. Ion
WK4589	Pontastacus leptodactylus	47.27964	8.85953	low	2008	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Hertig Andreas Country_CH	0	Mihaela C. Ion
WK4590	Pontastacus leptodactylus	47.32881	8.46392	low	2008	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Senteler Alfred Country_CH	0	Mihaela C. Ion
WK4591	Pontastacus leptodactylus	47.37663	8.06758	low	2008	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Bolliger Martin Country_CH	0	Mihaela C. Ion
WK4592	Pontastacus leptodactylus	47.19844	7.47162	low	2009	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Gerke David Country_CH	0	Mihaela C. Ion
WK4593	Pontastacus leptodactylus	47.23547	8.79232	low	2009	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4594	Pontastacus leptodactylus	47.37663	8.06758	low	2009	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Acklin Rolf Country_CH	0	Mihaela C. Ion
WK4595	Pontastacus leptodactylus	47.55798	7.67113	low	2009	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jermann Hans-Peter Country_DE	0	Mihaela C. Ion
WK4596	Pontastacus leptodactylus	46.20891	7.34147	low	2010	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Marchesi Paul Country_CH	0	Mihaela C. Ion
WK4597	Pontastacus leptodactylus	47.10272	8.59134	low	2010	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Tesini Christian Country_CH	0	Mihaela C. Ion
WK4598	Pontastacus leptodactylus	47.19844	7.47162	low	2010	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Gerke David Country_CH	0	Mihaela C. Ion
WK4599	Pontastacus leptodactylus	47.31334	9.58802	low	2010	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4600	Pontastacus leptodactylus	47.49556	9.46263	low	2010	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_CH	0	Mihaela C. Ion
WK4601	Pontastacus leptodactylus	47.55798	7.67113	low	2010	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jermann Hans-Peter Country_DE	0	Mihaela C. Ion
WK4602	Pontastacus leptodactylus	47.31334	9.58802	low	2011	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4603	Pontastacus leptodactylus	47.32881	8.46392	low	2011	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Schatz Rolf Country_CH	0	Mihaela C. Ion
WK4604	Pontastacus leptodactylus	47.44695	9.65973	low	2011	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4605	Pontastacus leptodactylus	47.55798	7.67113	low	2011	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jermann Hans-Peter Country_DE	0	Mihaela C. Ion
WK4606	Pontastacus leptodactylus	47.19844	7.47162	low	2012	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Gerke David Country_CH	0	Mihaela C. Ion
WK4607	Pontastacus leptodactylus	47.41875	8.46565	low	2012	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Schatz Rolf Country_CH	0	Mihaela C. Ion
WK4608	Pontastacus leptodactylus	47.55798	7.67113	low	2012	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Hall Alsadair Country_DE	0	Mihaela C. Ion
WK4609	Pontastacus leptodactylus	47.31334	9.58802	low	2013	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
WK4610	Pontastacus leptodactylus	47.55798	7.67113	low	2013	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jermann Hans-Peter Country_DE	0	Mihaela C. Ion
WK4611	Pontastacus leptodactylus	47.55798	7.67113	low	2014	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jermann Hans-Peter Country_DE	0	Mihaela C. Ion
WK4612	Pontastacus leptodactylus	47.31334	9.58802	low	2015	non-indigenous	introduced	10.15468/dl.k2yafr		Stucki P, Krieg R, Capt S (2021). Swiss National Decapoda Databank. Swiss National Biodiversity Data and Information Centres – infospecies.ch. Occurrence dataset https://doi.org/10.15468/dl.k2yafr accessed via GBIF.org on 2024-07-23.			recvordby_Jagdverwaltung SG Country_AT	0	Mihaela C. Ion
