occurrenceID	scientificName	decimalLatitude	decimalLongitude	accuracy	year	establishmentMeans	occurrenceOrigin	bibliographicCitation	associatedReferences	sourceCitation	associatedSequences	claimExtinction	occurrenceRemarks	confidentialityLevel	contributor
WK6722	Pontastacus leptodactylus	49.89083453	10.86658359	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6723	Pontastacus leptodactylus	49.97993372	10.72815577	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6724	Pontastacus leptodactylus	50.07775259	10.60357074	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6725	Pontastacus leptodactylus	50.43177957	9.198528402	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6726	Pontastacus leptodactylus	50.32584765	8.08418448	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6727	Pontastacus leptodactylus	50.40972992	7.786564675	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6728	Pontastacus leptodactylus	50.50667158	8.201848124	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6729	Pontastacus leptodactylus	50.50667158	8.367961504	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6730	Pontastacus leptodactylus	50.77533634	8.337739943	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6731	Pontastacus leptodactylus	50.69100119	8.332069939	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6732	Pontastacus leptodactylus	50.69998023	8.476655025	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6733	Pontastacus leptodactylus	50.60291559	8.479490027	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6734	Pontastacus leptodactylus	50.6011162	8.340574945	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6735	Pontastacus leptodactylus	50.6011162	8.201659862	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6736	Pontastacus leptodactylus	50.68740909	8.207329866	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6737	Pontastacus leptodactylus	50.56729889	6.536428928	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6738	Pontastacus leptodactylus	50.72609579	6.533075866	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6739	Pontastacus leptodactylus	50.80837848	6.245863078	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6740	Pontastacus leptodactylus	50.79438042	6.077534853	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6741	Pontastacus leptodactylus	50.83356442	6.928035357	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6742	Pontastacus leptodactylus	50.83356442	6.804004034	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6743	Pontastacus leptodactylus	50.92858872	6.923605667	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6744	Pontastacus leptodactylus	50.93138061	7.060926061	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6745	Pontastacus leptodactylus	51.02899153	7.331137159	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6746	Pontastacus leptodactylus	51.0345631	7.477316933	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6747	Pontastacus leptodactylus	50.9453376	7.495035693	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6748	Pontastacus leptodactylus	51.07545879	6.056216969	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6749	Pontastacus leptodactylus	51.2750661	6.630692407	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6750	Pontastacus leptodactylus	51.37022516	6.471500419	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6751	Pontastacus leptodactylus	51.54164098	6.458133829	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6752	Pontastacus leptodactylus	51.30652849	7.319974339	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6753	Pontastacus leptodactylus	51.21249981	7.200904269	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6754	Pontastacus leptodactylus	51.48341761	7.308634333	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6755	Pontastacus leptodactylus	51.57865348	7.606309509	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6756	Pontastacus leptodactylus	51.67017386	7.450384417	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6757	Pontastacus leptodactylus	51.50294397	8.899247463	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6758	Pontastacus leptodactylus	52.1109754	7.72537958	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6759	Pontastacus leptodactylus	52.30370733	8.008879748	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6760	Pontastacus leptodactylus	52.04836174	8.575880084	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6761	Pontastacus leptodactylus	52.04836174	8.744208309	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6762	Pontastacus leptodactylus	52.13817133	8.748637999	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6763	Pontastacus leptodactylus	52.32266381	9.466247799	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6764	Pontastacus leptodactylus	52.32266381	9.771896418	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6765	Pontastacus leptodactylus	50.97602821	13.75861753	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6766	Pontastacus leptodactylus	51.07076197	13.78076598	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6767	Pontastacus leptodactylus	52.85632469	14.08680835	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6768	Pontastacus leptodactylus	52.95663524	13.93560826	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6769	Pontastacus leptodactylus	52.98395237	12.90240765	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6770	Pontastacus leptodactylus	53.58270336	13.86618292	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6771	Pontastacus leptodactylus	53.60749141	13.6584081	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
